sku_id,location_id,on_hand_qty,equipment_name,equipment_category,lead_time_days,avg_weekly_forecast_demand,std_error,lead_time_weeks,lead_time_demand,safety_stock,reorder_point,weeks_of_cover,risk_status,reorder_qty_recommended
SKU-005,LOC-01,8,Documentary Camera Body B,Camera,14,3.2888818023641386,4.068691617973723,2.0,6.58,9.46,16.04,2.43,Critical,8
SKU-005,LOC-02,31,Documentary Camera Body B,Camera,14,5.532164601938897,4.068691617973723,2.0,11.06,9.46,20.53,5.6,OK,0
SKU-005,LOC-03,7,Documentary Camera Body B,Camera,14,2.9697324888865966,4.068691617973723,2.0,5.94,9.46,15.4,2.36,Critical,8
SKU-005,LOC-04,27,Documentary Camera Body B,Camera,14,3.9126349861906347,4.068691617973723,2.0,7.83,9.46,17.29,6.9,OK,0
SKU-006,LOC-01,42,Broadcast Camera Body A,Camera,11,1.4935914528451428,4.068691617973723,1.57,2.35,8.39,10.74,28.12,OK,0
SKU-006,LOC-02,7,Broadcast Camera Body A,Camera,11,2.4816887068199978,4.068691617973723,1.57,3.9,8.39,12.29,2.82,Critical,5
SKU-006,LOC-03,24,Broadcast Camera Body A,Camera,11,1.5048471515397162,4.068691617973723,1.57,2.36,8.39,10.75,15.95,OK,0
SKU-006,LOC-04,5,Broadcast Camera Body A,Camera,11,2.024390573199312,4.068691617973723,1.57,3.18,8.39,11.57,2.47,Critical,7
SKU-007,LOC-01,7,Compact Cinema Camera A,Camera,13,2.4460085117341497,4.068691617973723,1.86,4.54,9.12,13.66,2.86,Critical,7
SKU-007,LOC-02,16,Compact Cinema Camera A,Camera,13,3.9538468711153696,4.068691617973723,1.86,7.34,9.12,16.46,4.05,Reorder Now,0
SKU-007,LOC-03,10,Compact Cinema Camera A,Camera,13,1.9374486300826512,4.068691617973723,1.86,3.6,9.12,12.72,5.16,Reorder Now,3
SKU-007,LOC-04,21,Compact Cinema Camera A,Camera,13,2.9011008384611534,4.068691617973723,1.86,5.39,9.12,14.51,7.24,OK,0
SKU-008,LOC-01,26,Compact Cinema Camera B,Camera,10,2.6439178749387677,4.068691617973723,1.43,3.78,8.0,11.78,9.83,OK,0
SKU-008,LOC-02,16,Compact Cinema Camera B,Camera,10,4.096082948315486,4.068691617973723,1.43,5.85,8.0,13.85,3.91,OK,0
SKU-008,LOC-03,12,Compact Cinema Camera B,Camera,10,2.204330536299182,4.068691617973723,1.43,3.15,8.0,11.15,5.44,OK,0
SKU-008,LOC-04,8,Compact Cinema Camera B,Camera,10,3.1627882318315708,4.068691617973723,1.43,4.52,8.0,12.52,2.53,Reorder Now,5
SKU-009,LOC-01,52,Large Format Camera A,Camera,19,3.3367806582479673,4.068691617973723,2.71,9.06,11.03,20.08,15.58,OK,0
SKU-009,LOC-02,54,Large Format Camera A,Camera,19,5.916354517687725,4.068691617973723,2.71,16.06,11.03,27.08,9.13,OK,0
SKU-009,LOC-03,11,Large Format Camera A,Camera,19,2.7673637814354017,4.068691617973723,2.71,7.51,11.03,18.54,3.97,Critical,8
SKU-009,LOC-04,13,Large Format Camera A,Camera,19,3.7652770204963537,4.068691617973723,2.71,10.22,11.03,21.25,3.45,Reorder Now,8
SKU-010,LOC-01,19,Large Format Camera B,Camera,16,3.526696345513572,4.068691617973723,2.29,8.06,10.12,18.18,5.39,OK,0
SKU-010,LOC-02,44,Large Format Camera B,Camera,16,6.238377820535758,4.068691617973723,2.29,14.26,10.12,24.38,7.05,OK,0
SKU-010,LOC-03,26,Large Format Camera B,Camera,16,2.890119525715078,4.068691617973723,2.29,6.61,10.12,16.72,9.0,OK,0
SKU-010,LOC-04,27,Large Format Camera B,Camera,16,4.425573745948301,4.068691617973723,2.29,10.12,10.12,20.23,6.1,OK,0
SKU-011,LOC-01,22,Prime Lens Set A (18-100mm),Lens,9,1.7277337025465744,2.700363328324282,1.29,2.22,5.04,7.26,12.73,OK,0
SKU-011,LOC-02,17,Prime Lens Set A (18-100mm),Lens,9,2.7376072956346276,2.700363328324282,1.29,3.52,5.04,8.56,6.21,OK,0
SKU-011,LOC-03,14,Prime Lens Set A (18-100mm),Lens,9,1.736168995116082,2.700363328324282,1.29,2.23,5.04,7.27,8.06,OK,0
SKU-011,LOC-04,15,Prime Lens Set A (18-100mm),Lens,9,1.969658462355678,2.700363328324282,1.29,2.53,5.04,7.57,7.62,OK,0
SKU-012,LOC-01,27,Prime Lens Set B (24-135mm),Lens,7,3.6221841981797285,2.700363328324282,1.0,3.62,4.44,8.06,7.45,OK,0
SKU-012,LOC-02,33,Prime Lens Set B (24-135mm),Lens,7,6.401796827381413,2.700363328324282,1.0,6.4,4.44,10.84,5.15,OK,0
SKU-012,LOC-03,15,Prime Lens Set B (24-135mm),Lens,7,3.119316011908537,2.700363328324282,1.0,3.12,4.44,7.56,4.81,OK,0
SKU-012,LOC-04,10,Prime Lens Set B (24-135mm),Lens,7,4.286069747997885,2.700363328324282,1.0,4.29,4.44,8.73,2.33,OK,0
SKU-013,LOC-01,6,Zoom Lens 24-70mm,Lens,12,1.367782521350652,2.700363328324282,1.71,2.34,5.82,8.16,4.39,Reorder Now,2
SKU-013,LOC-02,17,Zoom Lens 24-70mm,Lens,12,2.307733409965709,2.700363328324282,1.71,3.96,5.82,9.77,7.37,OK,0
SKU-013,LOC-03,4,Zoom Lens 24-70mm,Lens,12,1.175101462847209,2.700363328324282,1.71,2.01,5.82,7.83,3.4,Critical,4
SKU-013,LOC-04,4,Zoom Lens 24-70mm,Lens,12,1.7904669194567795,2.700363328324282,1.71,3.07,5.82,8.88,2.23,Critical,5
SKU-014,LOC-01,22,Zoom Lens 70-200mm,Lens,14,2.8642339650641135,2.700363328324282,2.0,5.73,6.28,12.01,7.68,OK,0
SKU-014,LOC-02,17,Zoom Lens 70-200mm,Lens,14,4.525318763703393,2.700363328324282,2.0,9.05,6.28,15.33,3.76,OK,0
SKU-014,LOC-03,9,Zoom Lens 70-200mm,Lens,14,2.634474524119474,2.700363328324282,2.0,5.27,6.28,11.55,3.42,Reorder Now,3
SKU-014,LOC-04,15,Zoom Lens 70-200mm,Lens,14,3.4424551010043936,2.700363328324282,2.0,6.88,6.28,13.17,4.36,OK,0
SKU-015,LOC-01,21,Anamorphic Lens Set A,Lens,10,2.210450339307504,2.700363328324282,1.43,3.16,5.31,8.47,9.5,OK,0
SKU-015,LOC-02,33,Anamorphic Lens Set A,Lens,10,3.855643063847188,2.700363328324282,1.43,5.51,5.31,10.82,8.56,OK,0
SKU-015,LOC-03,6,Anamorphic Lens Set A,Lens,10,1.80505001577197,2.700363328324282,1.43,2.58,5.31,7.89,3.32,Reorder Now,2
SKU-015,LOC-04,21,Anamorphic Lens Set A,Lens,10,2.7863702585483603,2.700363328324282,1.43,3.98,5.31,9.29,7.54,OK,0
SKU-016,LOC-01,7,Macro Lens 100mm,Lens,8,2.2235140598552654,2.700363328324282,1.14,2.54,4.75,7.29,3.15,Reorder Now,0
SKU-016,LOC-02,25,Macro Lens 100mm,Lens,8,4.115126176306118,2.700363328324282,1.14,4.7,4.75,9.45,6.08,OK,0
SKU-016,LOC-03,14,Macro Lens 100mm,Lens,8,2.120553606540433,2.700363328324282,1.14,2.42,4.75,7.17,6.6,OK,0
SKU-016,LOC-04,23,Macro Lens 100mm,Lens,8,3.169649695113769,2.700363328324282,1.14,3.62,4.75,8.37,7.26,OK,0
SKU-017,LOC-01,12,Wide Angle Lens 14mm,Lens,13,2.5042862564626973,2.700363328324282,1.86,4.65,6.05,10.7,4.79,OK,0
SKU-017,LOC-02,18,Wide Angle Lens 14mm,Lens,13,4.196211261897237,2.700363328324282,1.86,7.79,6.05,13.85,4.29,OK,0
SKU-017,LOC-03,31,Wide Angle Lens 14mm,Lens,13,2.2139525194160505,2.700363328324282,1.86,4.11,6.05,10.16,14.0,OK,0
SKU-017,LOC-04,15,Wide Angle Lens 14mm,Lens,13,3.2166756394007394,2.700363328324282,1.86,5.97,6.05,12.03,4.66,OK,0
SKU-018,LOC-01,8,Telephoto Lens 300mm,Lens,10,1.7234291730197167,2.700363328324282,1.43,2.46,5.31,7.77,4.64,OK,0
SKU-018,LOC-02,17,Telephoto Lens 300mm,Lens,10,2.6002167313796214,2.700363328324282,1.43,3.71,5.31,9.02,6.54,OK,0
SKU-018,LOC-03,10,Telephoto Lens 300mm,Lens,10,1.686568889931996,2.700363328324282,1.43,2.41,5.31,7.72,5.93,OK,0
SKU-018,LOC-04,9,Telephoto Lens 300mm,Lens,10,2.0915936467069467,2.700363328324282,1.43,2.99,5.31,8.3,4.3,OK,0
SKU-019,LOC-01,25,Vintage Lens Set A,Lens,11,1.8874991946258977,2.700363328324282,1.57,2.97,5.57,8.53,13.25,OK,0
SKU-019,LOC-02,20,Vintage Lens Set A,Lens,11,2.836266960889131,2.700363328324282,1.57,4.46,5.57,10.02,7.05,OK,0
SKU-019,LOC-03,7,Vintage Lens Set A,Lens,11,1.742916528161603,2.700363328324282,1.57,2.74,5.57,8.31,4.02,Reorder Now,1
SKU-019,LOC-04,5,Vintage Lens Set A,Lens,11,2.1159248221851055,2.700363328324282,1.57,3.33,5.57,8.89,2.36,Critical,4
SKU-020,LOC-01,33,Speed Booster Adapter A,Lens,10,3.4523241871635273,2.700363328324282,1.43,4.93,5.31,10.24,9.56,OK,0
SKU-020,LOC-02,26,Speed Booster Adapter A,Lens,10,6.2210338402152905,2.700363328324282,1.43,8.89,5.31,14.2,4.18,OK,0
SKU-020,LOC-03,14,Speed Booster Adapter A,Lens,10,3.1516369722141944,2.700363328324282,1.43,4.5,5.31,9.81,4.44,OK,0
SKU-020,LOC-04,15,Speed Booster Adapter A,Lens,10,4.504077867825701,2.700363328324282,1.43,6.43,5.31,11.74,3.33,OK,0
SKU-021,LOC-01,55,LED Panel Light A,Lighting,5,5.61803566662176,4.823043617373835,0.71,4.01,6.7,10.72,9.79,OK,0
SKU-021,LOC-02,74,LED Panel Light A,Lighting,5,10.355575493990568,4.823043617373835,0.71,7.4,6.7,14.1,7.15,OK,0
SKU-021,LOC-03,18,LED Panel Light A,Lighting,5,4.753283947463079,4.823043617373835,0.71,3.4,6.7,10.1,3.79,OK,0
SKU-021,LOC-04,28,LED Panel Light A,Lighting,5,6.923457933328232,4.823043617373835,0.71,4.95,6.7,11.65,4.04,OK,0
SKU-022,LOC-01,63,LED Panel Light B,Lighting,5,7.363399394706765,4.823043617373835,0.71,5.26,6.7,11.96,8.56,OK,0
SKU-022,LOC-02,78,LED Panel Light B,Lighting,5,12.716931402321324,4.823043617373835,0.71,9.08,6.7,15.79,6.13,OK,0
SKU-022,LOC-03,54,LED Panel Light B,Lighting,5,6.140893892738257,4.823043617373835,0.71,4.39,6.7,11.09,8.79,OK,0
SKU-022,LOC-04,59,LED Panel Light B,Lighting,5,8.816063937134325,4.823043617373835,0.71,6.3,6.7,13.0,6.69,OK,0
SKU-023,LOC-01,97,Fresnel Light 650W,Lighting,7,7.780118006463502,4.823043617373835,1.0,7.78,7.93,15.71,12.47,OK,0
SKU-023,LOC-02,35,Fresnel Light 650W,Lighting,7,14.148495641738771,4.823043617373835,1.0,14.15,7.93,22.08,2.47,OK,0
SKU-023,LOC-03,54,Fresnel Light 650W,Lighting,7,6.02294490086218,4.823043617373835,1.0,6.02,7.93,13.96,8.97,OK,0
SKU-023,LOC-04,79,Fresnel Light 650W,Lighting,7,8.880301905253383,4.823043617373835,1.0,8.88,7.93,16.81,8.9,OK,0
SKU-024,LOC-01,44,Fresnel Light 1000W,Lighting,12,3.4309062008351114,4.823043617373835,1.71,5.88,10.39,16.27,12.82,OK,0
SKU-024,LOC-02,24,Fresnel Light 1000W,Lighting,12,5.374214539607351,4.823043617373835,1.71,9.21,10.39,19.6,4.47,OK,0
SKU-024,LOC-03,8,Fresnel Light 1000W,Lighting,12,2.9017188672360743,4.823043617373835,1.71,4.97,10.39,15.36,2.76,Critical,7
SKU-024,LOC-04,10,Fresnel Light 1000W,Lighting,12,3.8684564393590763,4.823043617373835,1.71,6.63,10.39,17.02,2.59,Critical,7
SKU-025,LOC-01,44,HMI Light 1200W,Lighting,11,5.489231067501288,4.823043617373835,1.57,8.63,9.94,18.57,8.02,OK,0
SKU-025,LOC-02,40,HMI Light 1200W,Lighting,11,10.475212935061167,4.823043617373835,1.57,16.46,9.94,26.41,3.82,OK,0
SKU-025,LOC-03,24,HMI Light 1200W,Lighting,11,4.825374376612092,4.823043617373835,1.57,7.58,9.94,17.53,4.97,OK,0
SKU-025,LOC-04,35,HMI Light 1200W,Lighting,11,6.832505379783166,4.823043617373835,1.57,10.74,9.94,20.68,5.12,OK,0
SKU-026,LOC-01,36,HMI Light 4000W,Lighting,6,5.782944194971991,4.823043617373835,0.86,4.96,7.34,12.3,6.23,OK,0
SKU-026,LOC-02,35,HMI Light 4000W,Lighting,6,10.197664615895018,4.823043617373835,0.86,8.74,7.34,16.09,3.43,OK,0
SKU-026,LOC-03,31,HMI Light 4000W,Lighting,6,5.022184070216061,4.823043617373835,0.86,4.3,7.34,11.65,6.17,OK,0
SKU-026,LOC-04,14,HMI Light 4000W,Lighting,6,7.21673944684197,4.823043617373835,0.86,6.19,7.34,13.53,1.94,OK,0
SKU-027,LOC-01,29,Softbox Kit A,Lighting,8,6.117228858547566,4.823043617373835,1.14,6.99,8.48,15.47,4.74,OK,0
SKU-027,LOC-02,55,Softbox Kit A,Lighting,8,10.715835650183372,4.823043617373835,1.14,12.25,8.48,20.73,5.13,OK,0
SKU-027,LOC-03,58,Softbox Kit A,Lighting,8,5.25129727737904,4.823043617373835,1.14,6.0,8.48,14.48,11.04,OK,0
SKU-027,LOC-04,58,Softbox Kit A,Lighting,8,7.572603857408706,4.823043617373835,1.14,8.65,8.48,17.14,7.66,OK,0
SKU-028,LOC-01,25,Ring Light A,Lighting,7,4.198394330899569,4.823043617373835,1.0,4.2,7.93,12.13,5.95,OK,0
SKU-028,LOC-02,55,Ring Light A,Lighting,7,7.105853647942242,4.823043617373835,1.0,7.11,7.93,15.04,7.74,OK,0
SKU-028,LOC-03,16,Ring Light A,Lighting,7,3.656577864631617,4.823043617373835,1.0,3.66,7.93,11.59,4.38,OK,0
SKU-028,LOC-04,33,Ring Light A,Lighting,7,4.967695590654323,4.823043617373835,1.0,4.97,7.93,12.9,6.64,OK,0
SKU-029,LOC-01,13,Practical Light Kit A,Lighting,10,3.7926912573615907,4.823043617373835,1.43,5.42,9.48,14.9,3.43,Reorder Now,2
SKU-029,LOC-02,74,Practical Light Kit A,Lighting,10,6.946668745619881,4.823043617373835,1.43,9.92,9.48,19.41,10.65,OK,0
SKU-029,LOC-03,17,Practical Light Kit A,Lighting,10,3.5653038697243717,4.823043617373835,1.43,5.09,9.48,14.58,4.77,OK,0
SKU-029,LOC-04,17,Practical Light Kit A,Lighting,10,4.2270532141016215,4.823043617373835,1.43,6.04,9.48,15.52,4.02,OK,0
SKU-030,LOC-01,21,Light Stand Kit A,Lighting,12,6.414340344549542,4.823043617373835,1.71,11.0,10.39,21.38,3.27,Reorder Now,0
SKU-030,LOC-02,52,Light Stand Kit A,Lighting,12,11.536095713745244,4.823043617373835,1.71,19.78,10.39,30.16,4.51,OK,0
SKU-030,LOC-03,51,Light Stand Kit A,Lighting,12,5.658939287867315,4.823043617373835,1.71,9.7,10.39,20.09,9.01,OK,0
SKU-030,LOC-04,15,Light Stand Kit A,Lighting,12,7.667033475580453,4.823043617373835,1.71,13.14,10.39,23.53,1.96,Reorder Now,9
SKU-031,LOC-01,15,Dimmer/Board Controller A,Lighting,6,3.8422232934536793,4.823043617373835,0.86,3.29,7.34,10.64,3.9,OK,0
SKU-031,LOC-02,69,Dimmer/Board Controller A,Lighting,6,7.193516307948014,4.823043617373835,0.86,6.17,7.34,13.51,9.59,OK,0
SKU-031,LOC-03,24,Dimmer/Board Controller A,Lighting,6,3.6203789615570203,4.823043617373835,0.86,3.1,7.34,10.45,6.63,OK,0
SKU-031,LOC-04,37,Dimmer/Board Controller A,Lighting,6,4.8476725321781275,4.823043617373835,0.86,4.16,7.34,11.5,7.63,OK,0
SKU-032,LOC-01,9,Shotgun Microphone A,Audio,8,1.7481231752230904,4.269037126668772,1.14,2.0,7.51,9.5,5.15,Reorder Now,1
SKU-032,LOC-02,5,Shotgun Microphone A,Audio,8,2.557694930676866,4.269037126668772,1.14,2.92,7.51,10.43,1.95,Critical,5
SKU-032,LOC-03,11,Shotgun Microphone A,Audio,8,1.3564558476752488,4.269037126668772,1.14,1.55,7.51,9.06,8.11,OK,0
SKU-032,LOC-04,12,Shotgun Microphone A,Audio,8,2.1887705940508044,4.269037126668772,1.14,2.5,7.51,10.01,5.48,OK,0
SKU-033,LOC-01,58,Lavalier Mic Kit A,Audio,7,4.074235105588261,4.269037126668772,1.0,4.07,7.02,11.1,14.24,OK,0
SKU-033,LOC-02,25,Lavalier Mic Kit A,Audio,7,6.449127545389312,4.269037126668772,1.0,6.45,7.02,13.47,3.88,OK,0
SKU-033,LOC-03,9,Lavalier Mic Kit A,Audio,7,3.326269671095937,4.269037126668772,1.0,3.33,7.02,10.35,2.71,Reorder Now,1
SKU-033,LOC-04,31,Lavalier Mic Kit A,Audio,7,4.630868567620299,4.269037126668772,1.0,4.63,7.02,11.65,6.69,OK,0
SKU-034,LOC-01,31,Boom Pole Kit A,Audio,7,6.719684521995097,4.269037126668772,1.0,6.72,7.02,13.74,4.61,OK,0
SKU-034,LOC-02,56,Boom Pole Kit A,Audio,7,11.583932044353341,4.269037126668772,1.0,11.58,7.02,18.61,4.83,OK,0
SKU-034,LOC-03,10,Boom Pole Kit A,Audio,7,5.3176226596351155,4.269037126668772,1.0,5.32,7.02,12.34,1.88,Reorder Now,2
SKU-034,LOC-04,32,Boom Pole Kit A,Audio,7,8.531251635774165,4.269037126668772,1.0,8.53,7.02,15.55,3.75,OK,0
SKU-035,LOC-01,23,Field Audio Recorder A,Audio,6,2.037270844315166,4.269037126668772,0.86,1.75,6.5,8.25,11.29,OK,0
SKU-035,LOC-02,27,Field Audio Recorder A,Audio,6,3.5409076609597827,4.269037126668772,0.86,3.04,6.5,9.54,7.63,OK,0
SKU-035,LOC-03,20,Field Audio Recorder A,Audio,6,1.9297719348160771,4.269037126668772,0.86,1.65,6.5,8.16,10.36,OK,0
SKU-035,LOC-04,13,Field Audio Recorder A,Audio,6,2.660277152957491,4.269037126668772,0.86,2.28,6.5,8.78,4.89,OK,0
SKU-036,LOC-01,10,Wireless Mic System A,Audio,5,3.2970600999952664,4.269037126668772,0.71,2.36,5.93,8.29,3.03,OK,0
SKU-036,LOC-02,34,Wireless Mic System A,Audio,5,5.161218846950966,4.269037126668772,0.71,3.69,5.93,9.62,6.59,OK,0
SKU-036,LOC-03,10,Wireless Mic System A,Audio,5,2.6658818058495237,4.269037126668772,0.71,1.9,5.93,7.84,3.75,OK,0
SKU-036,LOC-04,6,Wireless Mic System A,Audio,5,3.6664574877150726,4.269037126668772,0.71,2.62,5.93,8.55,1.64,Reorder Now,3
SKU-037,LOC-01,42,Wireless Mic System B,Audio,9,4.190947988667684,4.269037126668772,1.29,5.39,7.96,13.35,10.02,OK,0
SKU-037,LOC-02,75,Wireless Mic System B,Audio,9,7.315450561509353,4.269037126668772,1.29,9.41,7.96,17.37,10.25,OK,0
SKU-037,LOC-03,13,Wireless Mic System B,Audio,9,3.445945360999287,4.269037126668772,1.29,4.43,7.96,12.39,3.77,OK,0
SKU-037,LOC-04,11,Wireless Mic System B,Audio,9,5.163764683996269,4.269037126668772,1.29,6.64,7.96,14.6,2.13,Reorder Now,4
SKU-038,LOC-01,20,Audio Mixer A,Audio,8,1.4810511420670889,4.269037126668772,1.14,1.69,7.51,9.2,13.5,OK,0
SKU-038,LOC-02,8,Audio Mixer A,Audio,8,2.409185295214411,4.269037126668772,1.14,2.75,7.51,10.26,3.32,Reorder Now,2
SKU-038,LOC-03,11,Audio Mixer A,Audio,8,1.2504008603621304,4.269037126668772,1.14,1.43,7.51,8.94,8.8,OK,0
SKU-038,LOC-04,8,Audio Mixer A,Audio,8,2.113032829778662,4.269037126668772,1.14,2.41,7.51,9.92,3.79,Reorder Now,2
SKU-039,LOC-01,21,Studio Headphones Kit A,Audio,7,3.7174860713750384,4.269037126668772,1.0,3.72,7.02,10.74,5.65,OK,0
SKU-039,LOC-02,39,Studio Headphones Kit A,Audio,7,6.534720114688957,4.269037126668772,1.0,6.53,7.02,13.56,5.97,OK,0
SKU-039,LOC-03,23,Studio Headphones Kit A,Audio,7,3.2850417616329466,4.269037126668772,1.0,3.29,7.02,10.31,7.0,OK,0
SKU-039,LOC-04,13,Studio Headphones Kit A,Audio,7,4.489821544021806,4.269037126668772,1.0,4.49,7.02,11.51,2.9,OK,0
SKU-040,LOC-01,46,Boom Pole Kit B,Audio,5,3.3938700158208768,4.269037126668772,0.71,2.42,5.93,8.36,13.55,OK,0
SKU-040,LOC-02,56,Boom Pole Kit B,Audio,5,5.424947941966363,4.269037126668772,0.71,3.87,5.93,9.81,10.32,OK,0
SKU-040,LOC-03,16,Boom Pole Kit B,Audio,5,2.687681097620017,4.269037126668772,0.71,1.92,5.93,7.85,5.95,OK,0
SKU-040,LOC-04,31,Boom Pole Kit B,Audio,5,4.187630811280077,4.269037126668772,0.71,2.99,5.93,8.93,7.4,OK,0
SKU-041,LOC-01,34,C-Stand Kit A,Grip,6,7.415995518417873,5.790859511369941,0.86,6.36,8.82,15.18,4.58,OK,0
SKU-041,LOC-02,28,C-Stand Kit A,Grip,6,12.490151145408985,5.790859511369941,0.86,10.71,8.82,19.52,2.24,OK,0
SKU-041,LOC-03,18,C-Stand Kit A,Grip,6,5.922032620155301,5.790859511369941,0.86,5.08,8.82,13.89,3.04,OK,0
SKU-041,LOC-04,66,C-Stand Kit A,Grip,6,8.762273540833174,5.790859511369941,0.86,7.51,8.82,16.33,7.53,OK,0
SKU-042,LOC-01,34,Sandbag Set A,Grip,3,7.674751302622655,5.790859511369941,0.43,3.29,6.24,9.52,4.43,OK,0
SKU-042,LOC-02,87,Sandbag Set A,Grip,3,13.291321170842224,5.790859511369941,0.43,5.7,6.24,11.93,6.55,OK,0
SKU-042,LOC-03,39,Sandbag Set A,Grip,3,5.980979403407489,5.790859511369941,0.43,2.56,6.24,8.8,6.52,OK,0
SKU-042,LOC-04,64,Sandbag Set A,Grip,3,8.892812547170243,5.790859511369941,0.43,3.81,6.24,10.05,7.2,OK,0
SKU-043,LOC-01,23,Dolly Track Kit A,Grip,3,4.139268291621278,5.790859511369941,0.43,1.77,6.24,8.01,5.56,OK,0
SKU-043,LOC-02,16,Dolly Track Kit A,Grip,3,7.519823129757502,5.790859511369941,0.43,3.22,6.24,9.46,2.13,OK,0
SKU-043,LOC-03,23,Dolly Track Kit A,Grip,3,3.9765037926215747,5.790859511369941,0.43,1.7,6.24,7.94,5.78,OK,0
SKU-043,LOC-04,17,Dolly Track Kit A,Grip,3,5.605568916744349,5.790859511369941,0.43,2.4,6.24,8.64,3.03,OK,0
SKU-044,LOC-01,16,Camera Dolly A,Grip,7,3.4803433753372177,5.790859511369941,1.0,3.48,9.53,13.01,4.6,OK,0
SKU-044,LOC-02,24,Camera Dolly A,Grip,7,5.545849439384726,5.790859511369941,1.0,5.55,9.53,15.07,4.33,OK,0
SKU-044,LOC-03,18,Camera Dolly A,Grip,7,2.895388729861138,5.790859511369941,1.0,2.9,9.53,12.42,6.22,OK,0
SKU-044,LOC-04,13,Camera Dolly A,Grip,7,3.7238736933663077,5.790859511369941,1.0,3.72,9.53,13.25,3.49,Reorder Now,0
SKU-045,LOC-01,55,Grip Arm Kit A,Grip,3,3.416414062367479,5.790859511369941,0.43,1.46,6.24,7.7,16.1,OK,0
SKU-045,LOC-02,51,Grip Arm Kit A,Grip,3,5.154662069506189,5.790859511369941,0.43,2.21,6.24,8.44,9.89,OK,0
SKU-045,LOC-03,19,Grip Arm Kit A,Grip,3,2.7669817257553047,5.790859511369941,0.43,1.19,6.24,7.42,6.87,OK,0
SKU-045,LOC-04,5,Grip Arm Kit A,Grip,3,3.8746089282732235,5.790859511369941,0.43,1.66,6.24,7.9,1.29,Critical,3
SKU-046,LOC-01,99,Apple Box Set A,Grip,4,9.898424766590486,5.790859511369941,0.57,5.66,7.2,12.86,10.0,OK,0
SKU-046,LOC-02,55,Apple Box Set A,Grip,4,16.47023257812744,5.790859511369941,0.57,9.41,7.2,16.61,3.34,OK,0
SKU-046,LOC-03,45,Apple Box Set A,Grip,4,7.765850628383585,5.790859511369941,0.57,4.44,7.2,11.64,5.79,OK,0
SKU-046,LOC-04,72,Apple Box Set A,Grip,4,12.462347283409343,5.790859511369941,0.57,7.12,7.2,14.32,5.78,OK,0
SKU-047,LOC-01,60,Flag/Scrim Kit A,Grip,6,7.8622077734840445,5.790859511369941,0.86,6.74,8.82,15.56,7.63,OK,0
SKU-047,LOC-02,75,Flag/Scrim Kit A,Grip,6,13.338282041563403,5.790859511369941,0.86,11.43,8.82,20.25,5.62,OK,0
SKU-047,LOC-03,68,Flag/Scrim Kit A,Grip,6,6.450461907223426,5.790859511369941,0.86,5.53,8.82,14.35,10.54,OK,0
