sku_id,equipment_name,equipment_category,location_id,location_name,week_start_date,actual_demand,naive_forecast,ma4_forecast,rf_forecast
SKU-001,Cinema Camera Body A,Camera,LOC-03,New York,2026-06-15,6,2.0,1.75,4.365299040747916
SKU-001,Cinema Camera Body A,Camera,LOC-03,New York,2026-06-22,3,6.0,3.25,2.4674600557054767
SKU-001,Cinema Camera Body A,Camera,LOC-03,New York,2026-06-29,11,3.0,4.0,7.940648076393948
SKU-001,Cinema Camera Body A,Camera,LOC-03,New York,2026-07-06,8,11.0,5.5,6.248021118530966
SKU-001,Cinema Camera Body A,Camera,LOC-03,New York,2026-07-13,0,8.0,7.0,1.9620799305718848
SKU-001,Cinema Camera Body A,Camera,LOC-03,New York,2026-07-20,1,0.0,5.5,1.9452898010543225
SKU-001,Cinema Camera Body A,Camera,LOC-03,New York,2026-07-27,0,1.0,5.0,0.1117213820758733
SKU-001,Cinema Camera Body A,Camera,LOC-03,New York,2026-08-03,1,0.0,2.25,1.7664517277379768
SKU-001,Cinema Camera Body A,Camera,LOC-03,New York,2026-08-10,1,1.0,0.5,2.0604059185269974
SKU-001,Cinema Camera Body A,Camera,LOC-04,New Orleans,2026-06-08,10,0.0,2.25,6.457523446477434
SKU-001,Cinema Camera Body A,Camera,LOC-04,New Orleans,2026-06-15,8,10.0,4.5,8.379167060001826
SKU-001,Cinema Camera Body A,Camera,LOC-04,New Orleans,2026-06-22,3,8.0,4.75,4.21351966430406
SKU-001,Cinema Camera Body A,Camera,LOC-04,New Orleans,2026-06-29,0,3.0,5.25,0.1043689211163948
SKU-001,Cinema Camera Body A,Camera,LOC-04,New Orleans,2026-07-06,6,0.0,5.25,7.62316992466697
SKU-001,Cinema Camera Body A,Camera,LOC-04,New Orleans,2026-07-13,0,6.0,4.25,1.7903499156406568
SKU-001,Cinema Camera Body A,Camera,LOC-04,New Orleans,2026-07-20,4,0.0,2.25,2.955874147552068
SKU-001,Cinema Camera Body A,Camera,LOC-04,New Orleans,2026-07-27,3,4.0,2.5,2.848301786025188
SKU-001,Cinema Camera Body A,Camera,LOC-04,New Orleans,2026-08-03,4,3.0,3.25,2.86136729543921
SKU-001,Cinema Camera Body A,Camera,LOC-04,New Orleans,2026-08-10,3,4.0,2.75,2.264607803326967
SKU-002,Cinema Camera Body B,Camera,LOC-01,Los Angeles,2026-06-08,5,4.0,2.5,1.637916816105072
SKU-002,Cinema Camera Body B,Camera,LOC-01,Los Angeles,2026-06-15,2,5.0,3.75,1.9086665639766656
SKU-002,Cinema Camera Body B,Camera,LOC-01,Los Angeles,2026-06-22,0,2.0,4.0,0.937345208870197
SKU-002,Cinema Camera Body B,Camera,LOC-01,Los Angeles,2026-06-29,0,0.0,2.75,0.9016183302808034
SKU-002,Cinema Camera Body B,Camera,LOC-01,Los Angeles,2026-07-06,1,0.0,1.75,1.4340007974491145
SKU-002,Cinema Camera Body B,Camera,LOC-01,Los Angeles,2026-07-13,2,1.0,0.75,0.8518221446007398
SKU-002,Cinema Camera Body B,Camera,LOC-01,Los Angeles,2026-07-20,6,2.0,0.75,3.175158526537006
SKU-002,Cinema Camera Body B,Camera,LOC-01,Los Angeles,2026-07-27,0,6.0,2.25,0.7497380750604746
SKU-002,Cinema Camera Body B,Camera,LOC-01,Los Angeles,2026-08-03,0,0.0,2.25,0.0539213265268153
SKU-002,Cinema Camera Body B,Camera,LOC-01,Los Angeles,2026-08-10,1,0.0,2.0,0.7350498648933922
SKU-002,Cinema Camera Body B,Camera,LOC-02,Atlanta,2026-06-08,2,2.0,1.0,3.748815320037832
SKU-002,Cinema Camera Body B,Camera,LOC-02,Atlanta,2026-06-15,6,2.0,1.5,1.2995459262544662
SKU-002,Cinema Camera Body B,Camera,LOC-02,Atlanta,2026-06-22,2,6.0,3.0,2.8741643161343995
SKU-002,Cinema Camera Body B,Camera,LOC-02,Atlanta,2026-06-29,2,2.0,3.0,1.3190719647656042
SKU-002,Cinema Camera Body B,Camera,LOC-02,Atlanta,2026-07-06,3,2.0,3.0,3.0621955004255903
SKU-002,Cinema Camera Body B,Camera,LOC-02,Atlanta,2026-07-13,1,3.0,3.25,0.7456342065635255
SKU-002,Cinema Camera Body B,Camera,LOC-02,Atlanta,2026-07-20,4,1.0,2.0,3.0202544914290264
SKU-002,Cinema Camera Body B,Camera,LOC-02,Atlanta,2026-07-27,1,4.0,2.5,1.430897016608199
SKU-002,Cinema Camera Body B,Camera,LOC-02,Atlanta,2026-08-03,0,1.0,2.25,1.345283106361456
SKU-002,Cinema Camera Body B,Camera,LOC-02,Atlanta,2026-08-10,3,0.0,1.5,1.6443170222360746
SKU-002,Cinema Camera Body B,Camera,LOC-03,New York,2026-06-08,1,3.0,1.5,0.7636091181397973
SKU-002,Cinema Camera Body B,Camera,LOC-03,New York,2026-06-15,3,1.0,1.5,1.4847279082358695
SKU-002,Cinema Camera Body B,Camera,LOC-03,New York,2026-06-22,1,3.0,2.25,0.983103679833722
SKU-002,Cinema Camera Body B,Camera,LOC-03,New York,2026-06-29,0,1.0,2.0,2.7307011259473057
SKU-002,Cinema Camera Body B,Camera,LOC-03,New York,2026-07-06,1,0.0,1.25,1.6447051305253275
SKU-002,Cinema Camera Body B,Camera,LOC-03,New York,2026-07-13,3,1.0,1.25,0.70384932077977
SKU-002,Cinema Camera Body B,Camera,LOC-03,New York,2026-07-20,2,3.0,1.25,0.7078956794738593
SKU-002,Cinema Camera Body B,Camera,LOC-03,New York,2026-07-27,0,2.0,1.5,0.0369025444508346
SKU-002,Cinema Camera Body B,Camera,LOC-03,New York,2026-08-03,1,0.0,1.5,0.6896229314064325
SKU-002,Cinema Camera Body B,Camera,LOC-03,New York,2026-08-10,1,1.0,1.5,0.6558575719198779
SKU-002,Cinema Camera Body B,Camera,LOC-04,New Orleans,2026-06-08,2,0.0,1.75,2.9752989317873544
SKU-002,Cinema Camera Body B,Camera,LOC-04,New Orleans,2026-06-15,2,2.0,2.0,2.8714668403643637
SKU-002,Cinema Camera Body B,Camera,LOC-04,New Orleans,2026-06-22,0,2.0,1.25,1.4293020603532
SKU-002,Cinema Camera Body B,Camera,LOC-04,New Orleans,2026-06-29,0,0.0,1.0,0.0250307865343823
SKU-002,Cinema Camera Body B,Camera,LOC-04,New Orleans,2026-07-06,3,0.0,1.0,3.231691427577573
SKU-002,Cinema Camera Body B,Camera,LOC-04,New Orleans,2026-07-13,0,3.0,1.25,0.7142837401155977
SKU-002,Cinema Camera Body B,Camera,LOC-04,New Orleans,2026-07-20,2,0.0,0.75,1.1977125463339602
SKU-002,Cinema Camera Body B,Camera,LOC-04,New Orleans,2026-07-27,1,2.0,1.25,1.3698328184800344
SKU-002,Cinema Camera Body B,Camera,LOC-04,New Orleans,2026-08-03,0,1.0,1.5,1.2297372665393298
SKU-002,Cinema Camera Body B,Camera,LOC-04,New Orleans,2026-08-10,1,0.0,0.75,1.5324124254872
SKU-003,Cinema Camera Body C,Camera,LOC-01,Los Angeles,2026-06-08,9,6.0,3.75,3.239831698235132
SKU-003,Cinema Camera Body C,Camera,LOC-01,Los Angeles,2026-06-15,5,9.0,6.0,3.3873655885555984
SKU-003,Cinema Camera Body C,Camera,LOC-01,Los Angeles,2026-06-22,1,5.0,6.5,2.262062180586986
SKU-003,Cinema Camera Body C,Camera,LOC-01,Los Angeles,2026-06-29,1,1.0,5.25,1.6760134803561302
SKU-003,Cinema Camera Body C,Camera,LOC-01,Los Angeles,2026-07-06,5,1.0,4.0,3.3401455788475154
SKU-003,Cinema Camera Body C,Camera,LOC-01,Los Angeles,2026-07-13,2,5.0,3.0,1.382121942887512
SKU-003,Cinema Camera Body C,Camera,LOC-01,Los Angeles,2026-07-20,13,2.0,2.25,5.471718200964014
SKU-003,Cinema Camera Body C,Camera,LOC-01,Los Angeles,2026-07-27,1,13.0,5.25,1.2364583603661208
SKU-003,Cinema Camera Body C,Camera,LOC-01,Los Angeles,2026-08-03,0,1.0,5.25,0.1442606318443654
SKU-003,Cinema Camera Body C,Camera,LOC-01,Los Angeles,2026-08-10,4,0.0,4.0,1.709484888913521
SKU-003,Cinema Camera Body C,Camera,LOC-02,Atlanta,2026-06-08,3,3.0,1.75,6.80444691521358
SKU-003,Cinema Camera Body C,Camera,LOC-02,Atlanta,2026-06-15,4,3.0,2.25,2.919382020713872
SKU-003,Cinema Camera Body C,Camera,LOC-02,Atlanta,2026-06-22,4,4.0,3.0,5.349432306139565
SKU-003,Cinema Camera Body C,Camera,LOC-02,Atlanta,2026-06-29,5,4.0,3.5,3.3743792417191467
SKU-003,Cinema Camera Body C,Camera,LOC-02,Atlanta,2026-07-06,8,5.0,4.0,5.453654264103932
SKU-003,Cinema Camera Body C,Camera,LOC-02,Atlanta,2026-07-13,3,8.0,5.25,1.2841425308281058
SKU-003,Cinema Camera Body C,Camera,LOC-02,Atlanta,2026-07-20,7,3.0,5.0,5.399468643202565
SKU-003,Cinema Camera Body C,Camera,LOC-02,Atlanta,2026-07-27,2,7.0,5.75,3.799255658777439
SKU-003,Cinema Camera Body C,Camera,LOC-02,Atlanta,2026-08-03,6,2.0,5.0,3.3098696862910844
SKU-003,Cinema Camera Body C,Camera,LOC-02,Atlanta,2026-08-10,4,6.0,4.5,3.7430354155933774
SKU-003,Cinema Camera Body C,Camera,LOC-03,New York,2026-06-08,1,3.0,1.75,1.278900408012429
SKU-003,Cinema Camera Body C,Camera,LOC-03,New York,2026-06-15,5,1.0,1.5,3.554223800664883
SKU-003,Cinema Camera Body C,Camera,LOC-03,New York,2026-06-22,0,5.0,2.25,2.1154920811093767
SKU-003,Cinema Camera Body C,Camera,LOC-03,New York,2026-06-29,6,0.0,2.25,5.109511771941538
SKU-003,Cinema Camera Body C,Camera,LOC-03,New York,2026-07-06,4,6.0,3.0,3.093035106708245
SKU-003,Cinema Camera Body C,Camera,LOC-03,New York,2026-07-13,0,4.0,3.75,1.1772868002346977
SKU-003,Cinema Camera Body C,Camera,LOC-03,New York,2026-07-20,2,0.0,2.5,1.2674229527752758
SKU-003,Cinema Camera Body C,Camera,LOC-03,New York,2026-07-27,0,2.0,3.0,0.14023668318331
SKU-003,Cinema Camera Body C,Camera,LOC-03,New York,2026-08-03,0,0.0,1.5,1.4350457850391334
SKU-003,Cinema Camera Body C,Camera,LOC-03,New York,2026-08-10,1,0.0,0.5,1.695676506013994
SKU-003,Cinema Camera Body C,Camera,LOC-04,New Orleans,2026-06-08,4,0.0,1.75,4.6896842824014575
SKU-003,Cinema Camera Body C,Camera,LOC-04,New Orleans,2026-06-15,4,4.0,2.25,6.058395909077799
SKU-003,Cinema Camera Body C,Camera,LOC-04,New Orleans,2026-06-22,1,4.0,2.5,2.5135017353475364
SKU-003,Cinema Camera Body C,Camera,LOC-04,New Orleans,2026-06-29,1,1.0,2.25,0.0806317717411949
SKU-003,Cinema Camera Body C,Camera,LOC-04,New Orleans,2026-07-06,3,1.0,2.5,5.583322099176536
SKU-003,Cinema Camera Body C,Camera,LOC-04,New Orleans,2026-07-13,0,3.0,2.25,1.183155073990935
SKU-003,Cinema Camera Body C,Camera,LOC-04,New Orleans,2026-07-20,3,0.0,1.25,1.712277352597626
SKU-003,Cinema Camera Body C,Camera,LOC-04,New Orleans,2026-07-27,3,3.0,1.75,2.400112837108314
SKU-003,Cinema Camera Body C,Camera,LOC-04,New Orleans,2026-08-03,0,3.0,2.25,2.2249095757109765
SKU-003,Cinema Camera Body C,Camera,LOC-04,New Orleans,2026-08-10,4,0.0,1.5,2.066140162873378
SKU-004,Documentary Camera Body A,Camera,LOC-01,Los Angeles,2026-06-08,11,11.0,7.25,4.193718622776023
SKU-004,Documentary Camera Body A,Camera,LOC-01,Los Angeles,2026-06-15,3,11.0,9.25,4.354000119386103
SKU-004,Documentary Camera Body A,Camera,LOC-01,Los Angeles,2026-06-22,7,3.0,8.5,3.5706541542459247
SKU-004,Documentary Camera Body A,Camera,LOC-01,Los Angeles,2026-06-29,3,7.0,8.0,2.831232114048659
SKU-004,Documentary Camera Body A,Camera,LOC-01,Los Angeles,2026-07-06,4,3.0,6.0,5.483393678001529
SKU-004,Documentary Camera Body A,Camera,LOC-01,Los Angeles,2026-07-13,6,4.0,4.25,2.475770473987404
SKU-004,Documentary Camera Body A,Camera,LOC-01,Los Angeles,2026-07-20,20,6.0,5.0,9.348511447075465
SKU-004,Documentary Camera Body A,Camera,LOC-01,Los Angeles,2026-07-27,2,20.0,8.25,1.6322695260187148
SKU-004,Documentary Camera Body A,Camera,LOC-01,Los Angeles,2026-08-03,1,2.0,8.0,0.3618725476149458
SKU-004,Documentary Camera Body A,Camera,LOC-01,Los Angeles,2026-08-10,3,1.0,7.25,2.433417785600581
SKU-004,Documentary Camera Body A,Camera,LOC-02,Atlanta,2026-06-08,6,6.0,3.0,8.948984207997382
SKU-004,Documentary Camera Body A,Camera,LOC-02,Atlanta,2026-06-15,7,6.0,3.75,4.0574027874947625
SKU-004,Documentary Camera Body A,Camera,LOC-02,Atlanta,2026-06-22,11,7.0,5.0,8.660332877394792
SKU-004,Documentary Camera Body A,Camera,LOC-02,Atlanta,2026-06-29,4,11.0,7.5,6.494462376915765
SKU-004,Documentary Camera Body A,Camera,LOC-02,Atlanta,2026-07-06,11,4.0,7.0,8.820709254322255
SKU-004,Documentary Camera Body A,Camera,LOC-02,Atlanta,2026-07-13,3,11.0,8.25,1.9558108043111015
SKU-004,Documentary Camera Body A,Camera,LOC-02,Atlanta,2026-07-20,4,3.0,7.25,9.16487055177979
SKU-004,Documentary Camera Body A,Camera,LOC-02,Atlanta,2026-07-27,7,4.0,5.5,6.732016751966287
SKU-004,Documentary Camera Body A,Camera,LOC-02,Atlanta,2026-08-03,2,7.0,6.25,4.848997281722513
SKU-004,Documentary Camera Body A,Camera,LOC-02,Atlanta,2026-08-10,3,2.0,4.0,4.63242352672913
SKU-004,Documentary Camera Body A,Camera,LOC-03,New York,2026-06-08,4,4.0,3.25,2.126486341215616
SKU-004,Documentary Camera Body A,Camera,LOC-03,New York,2026-06-15,5,4.0,2.75,3.8597961282215194
SKU-004,Documentary Camera Body A,Camera,LOC-03,New York,2026-06-22,2,5.0,3.5,2.328602813336656
SKU-004,Documentary Camera Body A,Camera,LOC-03,New York,2026-06-29,9,2.0,3.75,8.367427709344279
SKU-004,Documentary Camera Body A,Camera,LOC-03,New York,2026-07-06,6,9.0,5.0,6.172027441843587
SKU-004,Documentary Camera Body A,Camera,LOC-03,New York,2026-07-13,5,6.0,5.5,2.1053983575779145
SKU-004,Documentary Camera Body A,Camera,LOC-03,New York,2026-07-20,0,5.0,5.5,1.96940820847356
SKU-004,Documentary Camera Body A,Camera,LOC-03,New York,2026-07-27,0,0.0,5.0,0.0824176012377465
SKU-004,Documentary Camera Body A,Camera,LOC-03,New York,2026-08-03,1,0.0,2.75,1.917186721001046
SKU-004,Documentary Camera Body A,Camera,LOC-03,New York,2026-08-10,3,1.0,1.5,2.058363365348411
SKU-004,Documentary Camera Body A,Camera,LOC-04,New Orleans,2026-06-08,10,0.0,2.5,7.001928120167892
SKU-004,Documentary Camera Body A,Camera,LOC-04,New Orleans,2026-06-15,5,10.0,4.0,8.967063657813519
SKU-004,Documentary Camera Body A,Camera,LOC-04,New Orleans,2026-06-22,1,5.0,3.75,4.818473185097949
SKU-004,Documentary Camera Body A,Camera,LOC-04,New Orleans,2026-06-29,0,1.0,4.0,0.0810706996321394
SKU-004,Documentary Camera Body A,Camera,LOC-04,New Orleans,2026-07-06,4,0.0,4.0,7.9799554251355485
SKU-004,Documentary Camera Body A,Camera,LOC-04,New Orleans,2026-07-13,2,4.0,2.5,2.003900604656176
SKU-004,Documentary Camera Body A,Camera,LOC-04,New Orleans,2026-07-20,6,2.0,1.75,3.060052046177578
SKU-004,Documentary Camera Body A,Camera,LOC-04,New Orleans,2026-07-27,8,6.0,3.0,2.712554920453036
SKU-004,Documentary Camera Body A,Camera,LOC-04,New Orleans,2026-08-03,2,8.0,5.0,2.69504415394506
SKU-004,Documentary Camera Body A,Camera,LOC-04,New Orleans,2026-08-10,4,2.0,4.5,2.5197082270621527
SKU-005,Documentary Camera Body B,Camera,LOC-01,Los Angeles,2026-06-08,7,14.0,5.75,4.123708034186564
SKU-005,Documentary Camera Body B,Camera,LOC-01,Los Angeles,2026-06-15,1,7.0,7.25,4.307045297901891
SKU-005,Documentary Camera Body B,Camera,LOC-01,Los Angeles,2026-06-22,0,1.0,7.0,3.167976119549155
SKU-005,Documentary Camera Body B,Camera,LOC-01,Los Angeles,2026-06-29,9,0.0,5.5,3.4662295725980057
SKU-005,Documentary Camera Body B,Camera,LOC-01,Los Angeles,2026-07-06,2,9.0,4.25,4.525708115041649
SKU-005,Documentary Camera Body B,Camera,LOC-01,Los Angeles,2026-07-13,1,2.0,3.0,2.4696579618365786
SKU-005,Documentary Camera Body B,Camera,LOC-01,Los Angeles,2026-07-20,14,1.0,3.0,6.936436145814708
SKU-005,Documentary Camera Body B,Camera,LOC-01,Los Angeles,2026-07-27,1,14.0,6.5,1.892728935428112
SKU-005,Documentary Camera Body B,Camera,LOC-01,Los Angeles,2026-08-03,0,1.0,4.5,0.1107764557955418
SKU-005,Documentary Camera Body B,Camera,LOC-01,Los Angeles,2026-08-10,0,0.0,4.0,1.8885513854891824
SKU-005,Documentary Camera Body B,Camera,LOC-02,Atlanta,2026-06-08,0,4.0,3.25,7.485754095935027
SKU-005,Documentary Camera Body B,Camera,LOC-02,Atlanta,2026-06-15,5,0.0,2.75,4.2835311027342975
SKU-005,Documentary Camera Body B,Camera,LOC-02,Atlanta,2026-06-22,9,5.0,3.5,7.305821173685968
SKU-005,Documentary Camera Body B,Camera,LOC-02,Atlanta,2026-06-29,9,9.0,4.5,4.373578169332071
SKU-005,Documentary Camera Body B,Camera,LOC-02,Atlanta,2026-07-06,15,9.0,5.75,7.978158790660595
SKU-005,Documentary Camera Body B,Camera,LOC-02,Atlanta,2026-07-13,2,15.0,9.5,1.7530674435515536
SKU-005,Documentary Camera Body B,Camera,LOC-02,Atlanta,2026-07-20,11,2.0,8.75,7.353417094873632
SKU-005,Documentary Camera Body B,Camera,LOC-02,Atlanta,2026-07-27,3,11.0,9.25,5.045888553653056
SKU-005,Documentary Camera Body B,Camera,LOC-02,Atlanta,2026-08-03,3,3.0,7.75,4.285438794479184
SKU-005,Documentary Camera Body B,Camera,LOC-02,Atlanta,2026-08-10,6,3.0,4.75,5.456990800483583
SKU-005,Documentary Camera Body B,Camera,LOC-03,New York,2026-06-08,0,3.0,1.5,1.9598713412620812
SKU-005,Documentary Camera Body B,Camera,LOC-03,New York,2026-06-15,11,0.0,0.75,5.159055355461813
SKU-005,Documentary Camera Body B,Camera,LOC-03,New York,2026-06-22,1,11.0,3.5,2.904904684898563
SKU-005,Documentary Camera Body B,Camera,LOC-03,New York,2026-06-29,10,1.0,3.75,6.919839679470864
SKU-005,Documentary Camera Body B,Camera,LOC-03,New York,2026-07-06,1,10.0,5.5,5.200257836347199
SKU-005,Documentary Camera Body B,Camera,LOC-03,New York,2026-07-13,2,1.0,5.75,1.876047090746389
SKU-005,Documentary Camera Body B,Camera,LOC-03,New York,2026-07-20,1,2.0,3.5,1.8621399338837128
SKU-005,Documentary Camera Body B,Camera,LOC-03,New York,2026-07-27,0,1.0,3.5,0.0596218604827599
SKU-005,Documentary Camera Body B,Camera,LOC-03,New York,2026-08-03,1,0.0,1.0,1.721871231083467
SKU-005,Documentary Camera Body B,Camera,LOC-03,New York,2026-08-10,3,1.0,1.0,2.0337158752291145
SKU-005,Documentary Camera Body B,Camera,LOC-04,New Orleans,2026-06-08,10,0.0,2.0,6.566001867495386
SKU-005,Documentary Camera Body B,Camera,LOC-04,New Orleans,2026-06-15,2,10.0,4.25,8.467282036732563
SKU-005,Documentary Camera Body B,Camera,LOC-04,New Orleans,2026-06-22,3,2.0,3.0,4.47173790755947
SKU-005,Documentary Camera Body B,Camera,LOC-04,New Orleans,2026-06-29,0,3.0,3.75,0.0890961616292709
SKU-005,Documentary Camera Body B,Camera,LOC-04,New Orleans,2026-07-06,7,0.0,3.75,7.18079577732637
SKU-005,Documentary Camera Body B,Camera,LOC-04,New Orleans,2026-07-13,3,7.0,3.0,1.584822745731217
SKU-005,Documentary Camera Body B,Camera,LOC-04,New Orleans,2026-07-20,6,3.0,3.25,2.645230952393278
SKU-005,Documentary Camera Body B,Camera,LOC-04,New Orleans,2026-07-27,2,6.0,4.0,2.745578999714329
SKU-005,Documentary Camera Body B,Camera,LOC-04,New Orleans,2026-08-03,1,2.0,4.5,2.852636773915178
SKU-005,Documentary Camera Body B,Camera,LOC-04,New Orleans,2026-08-10,3,1.0,3.0,2.523166639409286
SKU-006,Broadcast Camera Body A,Camera,LOC-01,Los Angeles,2026-06-08,2,4.0,3.5,2.4516079351442315
SKU-006,Broadcast Camera Body A,Camera,LOC-01,Los Angeles,2026-06-15,1,2.0,3.75,2.106090270872151
SKU-006,Broadcast Camera Body A,Camera,LOC-01,Los Angeles,2026-06-22,0,1.0,2.75,0.8842641644048105
SKU-006,Broadcast Camera Body A,Camera,LOC-01,Los Angeles,2026-06-29,2,0.0,1.75,0.8982884751922413
SKU-006,Broadcast Camera Body A,Camera,LOC-01,Los Angeles,2026-07-06,0,2.0,1.25,1.8844014710460888
SKU-006,Broadcast Camera Body A,Camera,LOC-01,Los Angeles,2026-07-13,5,0.0,0.75,0.9461040707092732
SKU-006,Broadcast Camera Body A,Camera,LOC-01,Los Angeles,2026-07-20,47,5.0,1.75,3.24352329129656
SKU-006,Broadcast Camera Body A,Camera,LOC-01,Los Angeles,2026-07-27,0,47.0,13.5,1.0291688787977085
SKU-006,Broadcast Camera Body A,Camera,LOC-01,Los Angeles,2026-08-03,0,0.0,13.0,0.5634212790063214
SKU-006,Broadcast Camera Body A,Camera,LOC-01,Los Angeles,2026-08-10,0,0.0,13.0,0.9290446919820424
SKU-006,Broadcast Camera Body A,Camera,LOC-02,Atlanta,2026-06-08,1,3.0,1.5,3.748985783199644
SKU-006,Broadcast Camera Body A,Camera,LOC-02,Atlanta,2026-06-15,1,1.0,1.5,2.202780055082453
SKU-006,Broadcast Camera Body A,Camera,LOC-02,Atlanta,2026-06-22,6,1.0,1.75,3.148973208190008
SKU-006,Broadcast Camera Body A,Camera,LOC-02,Atlanta,2026-06-29,2,6.0,2.75,2.021201583963089
SKU-006,Broadcast Camera Body A,Camera,LOC-02,Atlanta,2026-07-06,5,2.0,2.5,3.004914061226976
SKU-006,Broadcast Camera Body A,Camera,LOC-02,Atlanta,2026-07-13,0,5.0,3.5,0.7490968987399864
SKU-006,Broadcast Camera Body A,Camera,LOC-02,Atlanta,2026-07-20,8,0.0,3.25,2.9097994145599646
SKU-006,Broadcast Camera Body A,Camera,LOC-02,Atlanta,2026-07-27,4,8.0,3.75,2.229895391178764
SKU-006,Broadcast Camera Body A,Camera,LOC-02,Atlanta,2026-08-03,0,4.0,4.25,2.458875673458889
SKU-006,Broadcast Camera Body A,Camera,LOC-02,Atlanta,2026-08-10,2,0.0,3.0,2.3423649986002046
SKU-006,Broadcast Camera Body A,Camera,LOC-03,New York,2026-06-08,0,1.0,0.5,0.8278445592390049
SKU-006,Broadcast Camera Body A,Camera,LOC-03,New York,2026-06-15,3,0.0,0.5,2.730709591484399
SKU-006,Broadcast Camera Body A,Camera,LOC-03,New York,2026-06-22,0,3.0,1.0,1.053036044681627
SKU-006,Broadcast Camera Body A,Camera,LOC-03,New York,2026-06-29,32,0.0,1.0,3.3570861432297203
SKU-006,Broadcast Camera Body A,Camera,LOC-03,New York,2026-07-06,2,32.0,8.75,2.384131215758769
SKU-006,Broadcast Camera Body A,Camera,LOC-03,New York,2026-07-13,0,2.0,9.25,2.121963249570093
SKU-006,Broadcast Camera Body A,Camera,LOC-03,New York,2026-07-20,0,0.0,8.5,0.7940014956094531
SKU-006,Broadcast Camera Body A,Camera,LOC-03,New York,2026-07-27,0,0.0,8.5,0.2151991665946524
SKU-006,Broadcast Camera Body A,Camera,LOC-03,New York,2026-08-03,2,0.0,0.5,0.7802170671586707
SKU-006,Broadcast Camera Body A,Camera,LOC-03,New York,2026-08-10,1,2.0,0.5,0.7842829820707722
SKU-006,Broadcast Camera Body A,Camera,LOC-04,New Orleans,2026-06-08,1,0.0,1.0,3.093676080952231
SKU-006,Broadcast Camera Body A,Camera,LOC-04,New Orleans,2026-06-15,1,1.0,1.0,3.224382550657614
SKU-006,Broadcast Camera Body A,Camera,LOC-04,New Orleans,2026-06-22,3,1.0,0.5,2.2528674104945723
SKU-006,Broadcast Camera Body A,Camera,LOC-04,New Orleans,2026-06-29,0,3.0,1.25,0.0466165397982301
SKU-006,Broadcast Camera Body A,Camera,LOC-04,New Orleans,2026-07-06,3,0.0,1.25,3.0351425481118444
SKU-006,Broadcast Camera Body A,Camera,LOC-04,New Orleans,2026-07-13,0,3.0,1.75,0.7569956593697339
SKU-006,Broadcast Camera Body A,Camera,LOC-04,New Orleans,2026-07-20,0,0.0,1.5,1.8098327698825645
SKU-006,Broadcast Camera Body A,Camera,LOC-04,New Orleans,2026-07-27,2,0.0,0.75,1.82050817334379
